,loss,val_loss
0,0.010271142236888409,0.0068465289659798145
1,0.007723075803369284,0.005884992424398661
2,0.00730538135394454,0.005909249652177095
3,0.007236076518893242,0.005906308069825172
4,0.007147759664803743,0.005992301274091005
5,0.006850492674857378,0.005927023943513632
6,0.006775508634746075,0.005855408962816
7,0.006497831083834171,0.005776839330792427
8,0.006256503518670797,0.005512902047485113
9,0.006079245358705521,0.005445384420454502
10,0.006000799592584372,0.005440345034003258
11,0.006005173549056053,0.005495621357113123
12,0.005964803975075483,0.005829024128615856
13,0.005932392552495003,0.006009854841977358
14,0.006135897245258093,0.006605131551623344
15,0.006072047166526318,0.007036380935460329
