data,valor,valor_scaled,pred_batch,pred_reinject
2024-12-11 09:00:00+00:00,-7.2,0.24705882352941175,-6.590997,-5.2902155
2024-12-11 10:00:00+00:00,-6.9,0.2541176470588235,-6.519898,-4.726115
2024-12-11 11:00:00+00:00,-6.9,0.2541176470588235,-6.3500886,-6.3500886
2024-12-11 12:00:00+00:00,-6.7,0.2588235294117647,-6.3059125,-5.975658
2024-12-11 13:00:00+00:00,-6.0,0.2752941176470588,-6.254358,-5.60686
2024-12-11 14:00:00+00:00,-6.1,0.27294117647058824,-5.8706393,-5.3007345
2024-12-11 15:00:00+00:00,-6.5,0.26352941176470585,-5.7631154,-5.0752177
2024-12-11 16:00:00+00:00,-6.6,0.2611764705882353,-6.084935,-6.084935
2024-12-11 17:00:00+00:00,-6.8,0.2564705882352941,-6.419715,-6.1088347
2024-12-11 18:00:00+00:00,-6.4,0.26588235294117646,-6.715197,-6.1057
2024-12-11 19:00:00+00:00,-6.5,0.26352941176470585,-6.6097975,-6.120904
2024-12-11 20:00:00+00:00,-6.4,0.26588235294117646,-6.542707,-6.151704
2024-12-11 21:00:00+00:00,-6.2,0.27058823529411763,-6.459509,-6.459509
2024-12-11 22:00:00+00:00,-6.0,0.2752941176470588,-6.28791,-6.444224
2024-12-11 23:00:00+00:00,-5.8,0.27999999999999997,-6.055121,-6.421782
2024-12-12 00:00:00+00:00,-5.5,0.28705882352941176,-5.7961345,-6.366685
2024-12-12 01:00:00+00:00,-5.7,0.2823529411764706,-5.468005,-6.2662234
2024-12-12 02:00:00+00:00,-5.9,0.27764705882352936,-5.4104867,-5.4104867
2024-12-12 03:00:00+00:00,-5.5,0.28705882352941176,-5.5342574,-5.231961
2024-12-12 04:00:00+00:00,-6.1,0.27294117647058824,-5.3409467,-4.990927
2024-12-12 05:00:00+00:00,-6.2,0.27058823529411763,-5.5348754,-4.704317
2024-12-12 06:00:00+00:00,-6.5,0.26352941176470585,-5.730994,-4.383435
2024-12-12 07:00:00+00:00,-7.2,0.24705882352941175,-5.974299,-5.974299
2024-12-12 08:00:00+00:00,-5.6,0.28470588235294114,-6.4921494,-5.752215
2024-12-12 09:00:00+00:00,-5.2,0.2941176470588235,-5.7946386,-5.4197874
2024-12-12 10:00:00+00:00,-4.2,0.3176470588235294,-4.9875846,-5.063494
2024-12-12 11:00:00+00:00,-3.4,0.3364705882352941,-4.0273204,-4.7133837
2024-12-12 12:00:00+00:00,-3.4,0.3364705882352941,-3.145437,-3.145437
2024-12-12 13:00:00+00:00,-3.4,0.3364705882352941,-2.8946443,-2.726863
2024-12-12 14:00:00+00:00,-3.2,0.34117647058823525,-2.9897327,-2.4530597
2024-12-12 15:00:00+00:00,-3.2,0.34117647058823525,-3.0019352,-2.253725
2024-12-12 16:00:00+00:00,-3.3,0.3388235294117647,-3.020429,-2.1076076
2024-12-12 17:00:00+00:00,-3.4,0.3364705882352941,-3.1178303,-3.1178315
2024-12-12 18:00:00+00:00,-3.6,0.3317647058823529,-3.2529244,-3.0667446
2024-12-12 19:00:00+00:00,-3.6,0.3317647058823529,-3.4554346,-3.0042746
2024-12-12 20:00:00+00:00,-3.6,0.3317647058823529,-3.5520318,-2.9558322
2024-12-12 21:00:00+00:00,-3.7,0.3294117647058823,-3.5717173,-2.9225168
2024-12-12 22:00:00+00:00,-4.3,0.31529411764705884,-3.629127,-3.629127
2024-12-12 23:00:00+00:00,-4.1,0.31999999999999995,-4.039191,-3.6042142
2024-12-13 00:00:00+00:00,-4.0,0.32235294117647056,-4.111206,-3.5483193
2024-12-13 01:00:00+00:00,-4.2,0.3176470588235294,-3.978389,-3.4641905
2024-12-13 02:00:00+00:00,-4.5,0.3105882352941176,-3.9850705,-3.3458345
2024-12-13 03:00:00+00:00,-4.4,0.3129411764705882,-4.1734505,-4.1734505
2024-12-13 04:00:00+00:00,-4.1,0.31999999999999995,-4.17799,-4.0323944
2024-12-13 05:00:00+00:00,-4.3,0.31529411764705884,-3.910973,-3.784346
2024-12-13 06:00:00+00:00,-4.5,0.3105882352941176,-3.8511682,-3.477178
2024-12-13 07:00:00+00:00,-4.5,0.3105882352941176,-3.9726741,-3.127744
2024-12-13 08:00:00+00:00,-4.8,0.3035294117647059,-4.033078,-4.0330796
2024-12-13 09:00:00+00:00,-4.8,0.3035294117647059,-4.2202864,-3.727539
2024-12-13 10:00:00+00:00,-4.2,0.3176470588235294,-4.3079,-3.335894
2024-12-13 11:00:00+00:00,-3.2,0.34117647058823525,-3.9360466,-2.928143
2024-12-13 12:00:00+00:00,-2.8,0.35058823529411764,-3.0606928,-2.533291
