,loss,val_loss
0,0.009486658498644829,0.004886957351118326
1,0.004678613040596247,0.00321073061786592
2,0.0035529490560293198,0.0019579636864364147
3,0.0028088651597499847,0.001397859537974
4,0.002441374585032463,0.0011794492602348328
5,0.0021880504209548235,0.0010354779660701752
6,0.002028336515650153,0.0009336440707556903
7,0.001892592292279005,0.0008145083556883037
8,0.0016844556666910648,0.0007358976290561259
9,0.0015781346010044217,0.0006545239593833685
10,0.0014815074391663074,0.0006085356581024826
11,0.0013832773547619581,0.0006325010326690972
12,0.0013138214126229286,0.0005370696890167892
13,0.0012090213131159544,0.0005172004457563162
14,0.0011328586842864752,0.0006391751230694354
15,0.0010753395035862923,0.000465896911919117
16,0.0010090015130117536,0.00045201164903119206
17,0.0009683428215794265,0.00047368771629408
18,0.0009323831181973219,0.00044698023702949286
19,0.000881977379322052,0.0004368789668660611
20,0.00085229123942554,0.00044816892477683723
21,0.0008154758252203465,0.0004319848376326263
22,0.0008196415728889406,0.0005537421093322337
23,0.0007933698943816125,0.0004299086285755038
24,0.0007402661722153425,0.0004467742401175201
25,0.0007215529913082719,0.00045375479385256767
26,0.0007133600302040577,0.00045145381591282785
27,0.000706411141436547,0.0004308159404899925
28,0.0006888212519697845,0.00043492228724062443
