,loss,val_loss
0,0.010244352743029594,0.007285097613930702
1,0.007501792162656784,0.005327703896909952
2,0.005610371939837933,0.003927416168153286
3,0.004830831661820412,0.003956578206270933
4,0.004636566154658794,0.0038004256784915924
5,0.004402685444802046,0.0037443493492901325
6,0.004339025355875492,0.00365681410767138
7,0.004291595425456762,0.003706153482198715
8,0.004082204774022102,0.0034856449346989393
9,0.003995134029537439,0.0034878577571362257
10,0.0038878025952726603,0.0032833071891218424
11,0.0037652428727597,0.0033145765773952007
12,0.0036845081485807896,0.0032007114496082067
13,0.0035976446233689785,0.003209692658856511
14,0.003593223402276635,0.003190181450918317
15,0.003540946636348963,0.0031355966348201036
16,0.003488530870527029,0.003105476964265108
17,0.0034548866096884012,0.003210188588127494
18,0.003437270876020193,0.0030989530496299267
19,0.003396160900592804,0.003097747452557087
20,0.003396886633709073,0.003054849337786436
21,0.0033542178571224213,0.003061111317947507
22,0.0033461651764810085,0.003071703016757965
23,0.003307879436761141,0.003133212449029088
24,0.003302695695310831,0.0031000636518001556
25,0.0033065862953662872,0.0030769200529903173
