,loss,val_loss
0,0.013342028483748436,0.00596961984410882
1,0.010425613261759281,0.012074549682438374
2,0.013635198585689068,0.02285059727728367
3,0.010310040786862373,0.01283172331750393
4,0.006130958441644907,0.0060606119222939014
5,0.004975076299160719,0.004372116643935442
6,0.00456364406272769,0.003999995533376932
7,0.004353414289653301,0.0036302078515291214
8,0.0040979948826134205,0.0032447497360408306
9,0.003806602442637086,0.003055849578231573
10,0.0034566258545964956,0.00274961837567389
11,0.0031936701852828264,0.002501960378140211
12,0.0028280431870371103,0.0018190733389928937
13,0.002652617869898677,0.0017650903901085258
14,0.0024727904237806797,0.001580653595738113
15,0.00230411090888083,0.0015604394720867276
16,0.0021872520446777344,0.0013633609050884843
17,0.001990280579775572,0.0013354867696762085
18,0.0018745436100289226,0.0012208305997774005
19,0.0017905260901898146,0.0010567216668277979
20,0.0016618596855551004,0.0009979160968214273
21,0.0015614619478583336,0.0009289841400459409
22,0.001516591990366578,0.0008598858257755637
23,0.0014172329101711512,0.0008423745748586953
24,0.001321189571171999,0.0007842534105293453
25,0.0012608192628249526,0.0007544197724200785
26,0.0011988116893917322,0.0007850908441469073
27,0.0011843179818242788,0.0008097405079752207
28,0.0011274332646280527,0.0007063330849632621
29,0.0010906376410275698,0.0007691505015827715
30,0.0010566958226263523,0.0006842926377430558
31,0.0010265674209222198,0.0007190713658928871
32,0.0009808859322220087,0.0006843394949100912
33,0.0009602775680832565,0.0006526103243231773
34,0.0009254147298634052,0.0007040197961032391
35,0.000919584883376956,0.0007113103638403118
36,0.0008969306945800781,0.0006439115386456251
37,0.0008942201966419816,0.0006929448572918773
38,0.0008930449839681387,0.0006365228327922523
39,0.0008520835544914007,0.0006453738315030932
40,0.0008642481989227235,0.0006688891444355249
41,0.0008550339262001216,0.0006257165223360062
42,0.0008542319992557168,0.0006118983728811145
43,0.000853212084621191,0.0006201162468641996
44,0.0008586908224970102,0.0006194937159307301
45,0.0008282533381134272,0.000605993322096765
46,0.0008427217835560441,0.0006158633041195571
47,0.0008519463590346277,0.0006549490499310195
48,0.0008544476586394012,0.0006440277793444693
49,0.0008482699049636722,0.0006709183799102902
